,OBJECTID,COUNTY,CITY,Shape__Area,Shape__Length,GlobalID,Year,Geography,Geographic Area Name,Total_Population,City
287,297.0,Fresno,Orange Cove,7307082.8203125,17047.998553581,0799045d-05c2-4dc9-9cb9-621cab63d944,2010,1600000US0654008,"Orange Cove city, California",8718.0,Orange Cove
288,298.0,Contra Costa,Orinda,53560363.1835938,48145.8364134262,e553e63e-3c81-4afc-8748-dd3c7c3b956d,2010,1600000US0654232,"Orinda city, California",17485.0,Orinda
289,299.0,Glenn,Orland,13208664.6601563,26207.6976093362,e9ec2da1-2708-4692-8218-035249863b9d,2010,1600000US0654274,"Orland city, California",7141.0,Orland
290,300.0,Butte,Oroville,60863715.7890625,92788.2091153017,c7dc2e70-691d-4a12-84eb-ed15cf4b28dd,2010,1600000US0654386,"Oroville city, California",15369.0,Oroville
291,301.0,Ventura,Oxnard,103342465.460938,119737.081398653,ed3eb1de-6489-4499-93db-74b5e6d57615,2010,1600000US0654652,"Oxnard city, California",192520.0,Oxnard
292,302.0,Monterey,Pacific Grove,11568089.078125,24160.3206710167,fe1c9c1d-0235-46fb-80e1-5fa05b8725c6,2010,1600000US0654848,"Pacific Grove city, California",14902.0,Pacific Grove
293,303.0,San Mateo,Pacifica,51327798.7148438,50244.9730161096,dfbd888c-00f3-46d9-ba96-20057d45e27a,2010,1600000US0654806,"Pacifica city, California",36805.0,Pacifica
294,304.0,Riverside,Palm Desert,101242338.933594,75849.3998820899,6a59185f-5261-4131-a53a-27797b5be067,2010,1600000US0655184,"Palm Desert city, California",48534.0,Palm Desert
295,305.0,Riverside,Palm Springs,355393408.011719,176668.781196456,81826d6e-9d1d-41f6-ad1d-a1604ed38468,2010,1600000US0655254,"Palm Springs city, California",45012.0,Palm Springs
296,306.0,Los Angeles,Palmdale,407166454.390625,252670.916212207,7f3a659a-c896-4a8b-9a02-c5508f15e3c7,2010,1600000US0655156,"Palmdale city, California",146184.0,Palmdale
297,307.0,Santa Clara,Palo Alto,99492988.1367188,116664.57201978,be227d57-337d-46da-9422-3f3972d53121,2010,1600000US0655282,"Palo Alto city, California",62486.0,Palo Alto
298,308.0,Los Angeles,Palos Verdes Estates,17963838.265625,26368.0304596918,e6d45a70-a087-45d0-8522-54806611a88d,2010,1600000US0655380,"Palos Verdes Estates city, California",13406.0,Palos Verdes Estates
299,309.0,Butte,Paradise,79149910.4101563,41387.3558466656,523f4a00-d109-445d-800f-d1f03c6318ca,2010,1600000US0655528,"Paradise CDP, California",283.0,Paradise
300,310.0,Los Angeles,Paramount,18182373.1953125,24979.9724426193,e58b6525-3ba2-4056-88a1-a0b151b20a0c,2010,1600000US0655618,"Paramount city, California",54187.0,Paramount
301,311.0,Fresno,Parlier,9710166.62109375,27290.2361682818,71baa17b-7a01-417a-ac81-7b279a290e6f,2010,1600000US0655856,"Parlier city, California",13928.0,Parlier
302,312.0,Los Angeles,Pasadena,87596897.8554688,104400.601221918,b86ee059-977f-4784-8203-fb670852945b,2010,1600000US0656000,"Pasadena city, California",136449.0,Pasadena
303,314.0,Stanislaus,Patterson,32954916.0,47779.2368168945,abf505de-3bbe-4139-bfb4-8baa9b0f6e78,2010,1600000US0656112,"Patterson city, California",19110.0,Patterson
304,315.0,Riverside,Perris,119259946.980469,85799.1294523827,4c88752a-ae1b-444a-ae9d-1817ba47404a,2010,1600000US0656700,"Perris city, California",63644.0,Perris
305,316.0,Sonoma,Petaluma,61200535.1953125,67127.9002831159,819adba8-2bdd-4f62-a1a4-f520cafb7639,2010,1600000US0656784,"Petaluma city, California",56689.0,Petaluma
306,317.0,Los Angeles,Pico Rivera,33631078.1953125,35140.8539442078,a7f09faa-e3e2-4026-9c06-67d176d9c559,2010,1600000US0656924,"Pico Rivera city, California",62988.0,Pico Rivera
307,318.0,Alameda,Piedmont,7100715.34375,11464.9088245272,119a429a-ea28-4d59-8c15-d3783f4cee40,2010,1600000US0656938,"Piedmont city, California",10573.0,Piedmont
308,319.0,Contra Costa,Pinole,21390538.734375,34441.4231522048,4a8b6b08-24d8-4949-ab20-38f74cf774b5,2010,1600000US0657288,"Pinole city, California",18461.0,Pinole
309,320.0,San Luis Obispo,Pismo Beach,13553479.7851563,40020.2736968292,3c268928-da36-44e3-8b4a-febf8ea41d1b,2010,1600000US0657414,"Pismo Beach city, California",7802.0,Pismo Beach
310,321.0,Contra Costa,Pittsburg,69615666.515625,71485.9225400739,b5092a10-a09e-422a-8155-4f8e2df0d1a7,2010,1600000US0657456,"Pittsburg city, California",61723.0,Pittsburg
311,322.0,Orange,Placentia,25003669.2734375,45557.7866030387,275f7bec-9e28-4581-870b-08d4a6f891e5,2010,1600000US0657526,"Placentia city, California",49566.0,Placentia
312,323.0,El Dorado,Placerville,24882613.7382813,56039.5180042872,b614eb58-28a0-4324-b7bd-ecc9542f4326,2010,1600000US0657540,"Placerville city, California",10384.0,Placerville
313,324.0,Contra Costa,Pleasant Hill,29528939.7851563,41249.6220295386,b8041a97-2fd4-4dc4-a845-d7b9cd79ede0,2010,1600000US0657764,"Pleasant Hill city, California",32826.0,Pleasant Hill
314,325.0,Alameda,Pleasanton,100556714.109375,99485.8340601922,14f304e3-1bf5-455a-acb7-c5e03b230322,2010,1600000US0657792,"Pleasanton city, California",68204.0,Pleasanton
315,326.0,Amador,Plymouth,11255453.5117188,30750.0065844473,4a3bfdba-00c2-4e8d-82da-e42e758d9267,2010,1600000US0657834,"Plymouth city, California",903.0,Plymouth
316,327.0,Mendocino,Point Arena,5781766.42578125,16546.5057353191,3d2155db-d7d5-437c-a22a-853b07f596aa,2010,1600000US0657876,"Point Arena city, California",476.0,Point Arena
317,328.0,Los Angeles,Pomona,86949260.7773438,60093.8122298215,b5a13b13-4dda-45b7-9cde-2c5b732431e7,2010,1600000US0658072,"Pomona city, California",148775.0,Pomona
318,329.0,Ventura,Port Hueneme,17128019.2734375,19385.6585029836,549c5d90-7b49-4800-a0f5-e4d8a47b13b0,2010,1600000US0658296,"Port Hueneme city, California",21723.0,Port Hueneme
319,330.0,Tulare,Porterville,73626040.7109375,134964.502539811,e924c1d7-3726-492e-8a77-a137229e6659,2010,1600000US0658240,"Porterville city, California",52762.0,Porterville
320,331.0,Plumas,Portola,23881760.7929688,39375.5940114379,2ad4150a-e8a0-46df-9d5e-610c0804e78e,2010,1600000US0658352,"Portola city, California",3042.0,Portola
321,333.0,San Diego,Poway,144426724.417969,77232.8926234222,6549de9f-d074-4913-9abb-98cdbb88786e,2010,1600000US0658520,"Poway city, California",47481.0,Poway
322,334.0,Sacramento,Rancho Cordova,147780490.039063,83234.2105554315,74d7d295-ed1b-4f33-87f7-4587a8bc64ac,2010,1600000US0659444,"Rancho Cordova city, California",63297.0,Rancho Cordova
323,335.0,San Bernardino,Rancho Cucamonga,176217915.417969,64993.5666783682,9a299e85-25e2-4980-a430-50d425658975,2010,1600000US0659451,"Rancho Cucamonga city, California",160780.0,Rancho Cucamonga
324,336.0,Riverside,Rancho Mirage,96272904.8007813,63952.2573689934,a9ca616d-738a-488c-987d-bcd5b4ecb251,2010,1600000US0659500,"Rancho Mirage city, California",16726.0,Rancho Mirage
325,337.0,Los Angeles,Rancho Palos Verdes,50715804.9101563,75838.3720458158,02f23da0-c4f7-4c10-ad51-9d2a833866d5,2010,1600000US0659514,"Rancho Palos Verdes city, California",41535.0,Rancho Palos Verdes
326,338.0,Orange,Rancho Santa Margarita,48612722.8554688,53484.8247992307,1610242d-5113-46d8-8db5-bf3e58f5bd6c,2010,1600000US0659587,"Rancho Santa Margarita city, California",47539.0,Rancho Santa Margarita
327,339.0,Tehama,Red Bluff,34586653.71875,72739.7786162157,f3e0c01a-3dab-47bc-ac8c-3a5bfb5ca3ac,2010,1600000US0659892,"Red Bluff city, California",13977.0,Red Bluff
328,340.0,Shasta,Redding,273653778.5625,200002.486364008,5edbca40-34c0-41e6-b12d-325de5565389,2010,1600000US0659920,"Redding city, California",89380.0,Redding
329,341.0,San Bernardino,Redlands,137182930.191406,111481.867114611,efb2a5e6-8e02-4c10-ab0d-8d76b5d9b05a,2010,1600000US0659962,"Redlands city, California",68852.0,Redlands
330,342.0,Los Angeles,Redondo Beach,23634839.2226563,34898.51272754,711dfdd8-fc25-45c7-a6b3-f716838c4ce4,2010,1600000US0660018,"Redondo Beach city, California",66054.0,Redondo Beach
331,343.0,San Mateo,Redwood City,89617439.0625,93611.4612668091,5660f3a5-5a62-48ad-82b5-931b039387dd,2010,1600000US0660102,"Redwood City city, California",75193.0,Redwood City
332,344.0,Fresno,Reedley,22607950.4804688,43003.7486545284,ef91d62f-8dad-4162-8b26-61a93fe4d486,2010,1600000US0660242,"Reedley city, California",23669.0,Reedley
333,345.0,San Bernardino,Rialto,91390403.578125,98745.6370998239,96975d0b-4c06-420c-806d-77b8c0f70e14,2010,1600000US0660466,"Rialto city, California",99311.0,Rialto
334,346.0,Contra Costa,Richmond,126675636.636719,176965.464693012,45f0f280-5d3a-4a3a-84f9-7cb4d419e15e,2010,1600000US0660620,"Richmond city, California",102264.0,Richmond
335,347.0,Kern,Ridgecrest,84540228.5273438,69285.6735449347,48eedf70-70d7-4925-b8b7-6103ee5dc7a1,2010,1600000US0660704,"Ridgecrest city, California",27386.0,Ridgecrest
336,348.0,Humboldt,Rio Dell,11666569.5429688,28074.4491535008,5dc2b8e2-6863-4ce9-966b-2d014c37fc38,2010,1600000US0660900,"Rio Dell city, California",3329.0,Rio Dell
337,349.0,Solano,Rio Vista,28935366.203125,35454.3947119044,9ca0d339-e6a2-44dd-857e-61e7cd0f7a63,2010,1600000US0660984,"Rio Vista city, California",6874.0,Rio Vista
338,350.0,San Joaquin,Ripon,22885456.84375,37095.6139718161,064fb9ff-a16f-4910-9eea-fe0b882d75ce,2010,1600000US0661026,"Ripon city, California",13792.0,Ripon
339,351.0,Stanislaus,Riverbank,19707228.796875,28698.0202452408,26ff9792-f869-4bbb-a49b-c9b5c4841a50,2010,1600000US0661068,"Riverbank city, California",21778.0,Riverbank
340,352.0,Riverside,Riverside,307618936.777344,125771.980799906,f0ce24cb-2697-4cbe-91f3-f3d9802aede1,2010,1600000US0662000,"Riverside city, California",300553.0,Riverside
341,353.0,Placer,Rocklin,84310905.15625,52386.9677909041,ec539eb0-57ca-471a-823c-4185fc88fda0,2010,1600000US0662364,"Rocklin city, California",54276.0,Rocklin
342,354.0,Sonoma,Rohnert Park,30829152.1796875,40766.6339277502,86909745-0623-4620-b48a-54bd29ee30f4,2010,1600000US0662546,"Rohnert Park city, California",40521.0,Rohnert Park
343,355.0,Los Angeles,Rolling Hills,11232750.6523438,17709.4722533372,6460131d-326e-4a9e-bc2c-775a02f5a4a7,2010,1600000US0662602,"Rolling Hills city, California",1808.0,Rolling Hills
344,355.0,Los Angeles,Rolling Hills,11232750.6523438,17709.4722533372,6460131d-326e-4a9e-bc2c-775a02f5a4a7,2010,1600000US0662625,"Rolling Hills CDP, California",915.0,Rolling Hills
345,356.0,Los Angeles,Rolling Hills Estates,13510504.5507813,44984.5462724516,eead10cb-6be8-4a8d-8aa4-ab4c0eef04ed,2010,1600000US0662644,"Rolling Hills Estates city, California",8004.0,Rolling Hills Estates
346,357.0,Los Angeles,Rosemead,19557738.3476563,34742.7230793602,ff890777-604e-4f8e-9e64-61433f2be67c,2010,1600000US0662896,"Rosemead city, California",53670.0,Rosemead
347,358.0,Placer,Roseville,188369685.691406,103311.790809225,00b182ab-6459-46b9-9a0a-38c2d5e94336,2010,1600000US0662938,"Roseville city, California",113820.0,Roseville
348,360.0,Sacramento,Sacramento,427007328.730469,198235.433107305,7223be8a-6d82-49eb-94f7-6db5c9511368,2010,1600000US0664000,"Sacramento city, California",459511.0,Sacramento
349,361.0,Monterey,Salinas,94905743.375,59269.1649201877,43a14511-a2ff-4099-af65-ec9a825220a6,2010,1600000US0664224,"Salinas city, California",147074.0,Salinas
350,363.0,San Bernardino,San Bernardino,236679086.378906,262073.488311803,af9df172-d9a9-46e7-a394-8865892512d4,2010,1600000US0665000,"San Bernardino city, California",209174.0,San Bernardino
351,364.0,San Mateo,San Bruno,22670974.7109375,29835.1014582865,748e5da7-3eaf-4143-9d11-a74b207ebe87,2010,1600000US0665028,"San Bruno city, California",40231.0,San Bruno
352,365.0,San Mateo,San Carlos,22245703.1953125,38466.2051114397,c610e761-fdb5-450d-a2e7-b9e91dc0aa55,2010,1600000US0665070,"San Carlos city, California",27830.0,San Carlos
353,366.0,Orange,San Clemente,68399728.0859375,46048.6615335189,514c666f-1765-4b53-8d1b-b23faed64e43,2010,1600000US0665084,"San Clemente city, California",60774.0,San Clemente
354,367.0,San Diego,San Diego,1248246435.08984,435778.638159929,9bd96f96-21a8-4f74-9504-658b87b89687,2010,1600000US0666000,"San Diego city, California",1282800.0,San Diego
355,368.0,Los Angeles,San Dimas,58386928.3867188,62777.7392005674,92978ddb-51f6-40b8-a84f-9f94a06fadfd,2010,1600000US0666070,"San Dimas city, California",33635.0,San Dimas
356,369.0,Los Angeles,San Fernando,9028822.01953125,13535.6471148585,e337dd0c-3f39-41c7-a706-8a41fbb7a9e1,2010,1600000US0666140,"San Fernando city, California",23623.0,San Fernando
357,370.0,San Francisco,San Francisco,196956991.132813,88017.5832295031,22155ea7-bce9-44f7-a8bb-47524aba3dd4,2010,1600000US0667000,"San Francisco city, California",789172.0,San Francisco
358,371.0,Los Angeles,San Gabriel,15644452.6210938,35543.8786644452,0e7586d1-a740-470b-8a49-fdaba6b923a4,2010,1600000US0667042,"San Gabriel city, California",39670.0,San Gabriel
359,372.0,Riverside,San Jacinto,97900780.6953125,72246.5252366248,26a048a2-b665-4994-9ea9-f903ea72d164,2010,1600000US0667112,"San Jacinto city, California",41203.0,San Jacinto
360,373.0,Fresno,San Joaquin,4621577.88671875,16766.3997344222,bb1c0ed5-95b7-4b39-9732-56e3b634c0d5,2010,1600000US0667126,"San Joaquin city, California",3927.0,San Joaquin
361,374.0,Santa Clara,San Jose,736732528.890625,558594.751584614,04cabb06-702a-4308-90de-372d1a31da84,2010,1600000US0668000,"San Jose city, California",925300.0,San Jose
362,375.0,San Benito,San Juan Bautista,3161606.3828125,11891.297445201,8824172c-47b5-4ca9-9f43-5de6af79d72c,2010,1600000US0668014,"San Juan Bautista city, California",1462.0,San Juan Bautista
363,376.0,Orange,San Juan Capistrano,53812533.9257813,39988.5941283385,5ad6699b-f094-4236-8c2d-f020af5063f1,2010,1600000US0668028,"San Juan Capistrano city, California",34263.0,San Juan Capistrano
364,377.0,Alameda,San Leandro,55297492.9804688,44204.8238907699,c0f019a7-9299-4d7b-b6dc-eae218e434b0,2010,1600000US0668084,"San Leandro city, California",82830.0,San Leandro
365,378.0,San Luis Obispo,San Luis Obispo,53035632.7109375,63090.7801074243,2a4a14d5-79ad-4951-8356-449c441ff2e1,2010,1600000US0668154,"San Luis Obispo city, California",44959.0,San Luis Obispo
366,379.0,San Diego,San Marcos,91060676.8398438,82477.3069318236,f4582ec4-c221-4a78-b2bf-ec5ee2620546,2010,1600000US0668196,"San Marcos city, California",78127.0,San Marcos
367,380.0,Los Angeles,San Marino,14270612.8320313,20988.4402580177,2224cf5b-3d9c-4f56-abb3-daae68fe447a,2010,1600000US0668224,"San Marino city, California",13114.0,San Marino
368,381.0,San Mateo,San Mateo,51529814.7421875,55198.7179558889,df1d93b9-1681-4016-8426-9186099481df,2010,1600000US0668252,"San Mateo city, California",94751.0,San Mateo
369,382.0,Contra Costa,San Pablo,10873954.8945313,20723.2271520139,eca71bdb-3d39-46e6-88d5-d79b7a03c1ce,2010,1600000US0668294,"San Pablo city, California",29136.0,San Pablo
370,383.0,Marin,San Rafael,69657593.3789063,91209.0985089714,b33c3143-ff46-43bd-b805-d75840603026,2010,1600000US0668364,"San Rafael city, California",56930.0,San Rafael
371,384.0,Contra Costa,San Ramon,83436495.859375,53489.5086293224,01b863ff-242c-483e-bd2d-6928982adf3c,2010,1600000US0668378,"San Ramon city, California",66822.0,San Ramon
372,385.0,Monterey,Sand City,1805350.07421875,7145.79009381909,38daa221-0f57-4943-a48a-72d331e7f735,2010,1600000US0665112,"Sand City city, California",234.0,Sand City
373,386.0,Fresno,Sanger,23145354.484375,30814.8590475768,a412ff41-944c-4b1f-82cd-442152ffee6b,2010,1600000US0667056,"Sanger city, California",23370.0,Sanger
374,387.0,Orange,Santa Ana,102836271.988281,59297.6920757499,daf026f5-9d30-4385-a2f7-87bb5b2559b5,2010,1600000US0669000,"Santa Ana city, California",325216.0,Santa Ana
375,388.0,Santa Barbara,Santa Barbara,74577754.59375,98848.9057625582,ab4ec48d-c731-403c-af66-3d09a3d70562,2010,1600000US0669070,"Santa Barbara city, California",87859.0,Santa Barbara
376,389.0,Santa Clara,Santa Clara,74710485.40625,58831.0412529146,57b4dec7-8124-416c-955b-35129a1c1eec,2010,1600000US0669084,"Santa Clara city, California",112466.0,Santa Clara
377,390.0,Los Angeles,Santa Clarita,270381322.203125,134970.730700177,af9adfa2-1e05-4997-9ce4-b8886ca93bc3,2010,1600000US0669088,"Santa Clarita city, California",172253.0,Santa Clarita
378,391.0,Santa Cruz,Santa Cruz,51660946.6367188,61502.4664412579,3b30207f-5ac1-46d9-a38d-b7b1bbb13ece,2010,1600000US0669112,"Santa Cruz city, California",58269.0,Santa Cruz
379,392.0,Los Angeles,Santa Fe Springs,33436576.4023438,57872.9378690473,2b27542f-0442-4d49-a11e-2d380e29f83f,2010,1600000US0669154,"Santa Fe Springs city, California",16376.0,Santa Fe Springs
380,393.0,Santa Barbara,Santa Maria,90883577.6171875,87515.796776136,d1c819ca-bd6a-43d1-8ff9-ca6085312233,2010,1600000US0669196,"Santa Maria city, California",94645.0,Santa Maria
381,394.0,Los Angeles,Santa Monica,32088268.546875,24259.2892449961,eb8248a9-59a9-4c93-8435-1f39fdae2fc9,2010,1600000US0670000,"Santa Monica city, California",88679.0,Santa Monica
382,395.0,Ventura,Santa Paula,21768873.8554688,32901.0264262498,c4f1aef1-647f-4752-930b-4121b511a8a4,2010,1600000US0670042,"Santa Paula city, California",29145.0,Santa Paula
383,396.0,Sonoma,Santa Rosa,180908962.625,242662.949111027,ff92d210-d3e7-4547-b467-be99ea1441c6,2010,1600000US0670098,"Santa Rosa city, California",162647.0,Santa Rosa
384,397.0,San Diego,Santee,61484241.375,53802.521581051,b8ac56cb-975e-4ec5-9081-4921bfb5896e,2010,1600000US0670224,"Santee city, California",52966.0,Santee
385,398.0,Santa Clara,Saratoga,52363903.2578125,38809.1089015499,04a8579a-124f-440f-8ea2-ff006c6b6ee2,2010,1600000US0670280,"Saratoga city, California",29523.0,Saratoga
386,399.0,Marin,Sausalito,7073235.08984375,16234.5331496425,335133a8-6b87-4dd2-89e5-c249d95f6518,2010,1600000US0670364,"Sausalito city, California",7009.0,Sausalito
387,400.0,Santa Cruz,Scotts Valley,18942579.4375,36359.772339483,cf549888-6953-4522-95e9-3b9f3e9f5e17,2010,1600000US0670588,"Scotts Valley city, California",11351.0,Scotts Valley
388,401.0,Orange,Seal Beach,44410775.3125,35829.3542516322,a23313b8-d3bd-4c47-b9d8-e80e65d47d62,2010,1600000US0670686,"Seal Beach city, California",24081.0,Seal Beach
389,402.0,Monterey,Seaside,37576691.7851563,28291.5600900631,225322ca-aa6d-4e69-95de-6a969cea1e46,2010,1600000US0670742,"Seaside city, California",32431.0,Seaside
390,403.0,Sonoma,Sebastopol,7963427.453125,24751.2424303691,c1020509-ed2b-46dc-8a3e-8ef0d2e72056,2010,1600000US0670770,"Sebastopol city, California",7335.0,Sebastopol
391,404.0,Fresno,Selma,23569157.0742188,41678.1152430873,2cd7ed4b-fa77-447d-89a7-c529deb463de,2010,1600000US0670882,"Selma city, California",22617.0,Selma
392,405.0,Kern,Shafter,151805676.316406,95747.5985247595,66ac58b8-65f3-4179-b88e-c2fb1c2accd1,2010,1600000US0671106,"Shafter city, California",16378.0,Shafter
393,406.0,Shasta,Shasta Lake,48898968.2539063,36093.5685176922,e74d6b10-65c4-40e1-8c51-d64f04ed35c9,2010,1600000US0671225,"Shasta Lake city, California",10081.0,Shasta Lake
394,407.0,Los Angeles,Sierra Madre,11224441.3242188,14811.9517334063,8502ba25-c9f9-471a-91e0-7539f73abd82,2010,1600000US0671806,"Sierra Madre city, California",10854.0,Sierra Madre
395,408.0,Los Angeles,Signal Hill,8263922.94921875,20718.6965209278,ceee12fd-8ecd-4671-a407-3d7075755fdf,2010,1600000US0671876,"Signal Hill city, California",10700.0,Signal Hill
396,409.0,Ventura,Simi Valley,160889382.574219,105750.850492169,d0cb7066-10cd-4484-b4c1-92752fc7f8ce,2010,1600000US0672016,"Simi Valley city, California",121662.0,Simi Valley
397,410.0,San Diego,Solana Beach,12566902.2070313,17561.8286791104,7ec9f195-fdd1-4cc3-b51f-189c2c4da889,2010,1600000US0672506,"Solana Beach city, California",12790.0,Solana Beach
398,411.0,Monterey,Soledad,18966855.5507813,40888.1283434078,0d5d645b-960f-4f31-b362-80863713e1ea,2010,1600000US0672520,"Soledad city, California",25350.0,Soledad
399,412.0,Santa Barbara,Solvang,9355712.98828125,24088.2429126894,6830c821-869d-497a-ae44-c1f8f2988830,2010,1600000US0672576,"Solvang city, California",5218.0,Solvang
400,413.0,Sonoma,Sonoma,11071137.5039063,23871.5576517794,50c6627f-60bf-4659-b731-5023d7b95e59,2010,1600000US0672646,"Sonoma city, California",10292.0,Sonoma
401,414.0,Tuolumne,Sonora,12993923.5703125,21841.3039390573,3c38c8f0-24c3-418b-b84e-2792027ba80c,2010,1600000US0672674,"Sonora city, California",4914.0,Sonora
402,415.0,Los Angeles,South El Monte,10779077.0390625,22809.6687687195,bfd367c5-2818-4fa7-93cf-6e057ccca3c2,2010,1600000US0672996,"South El Monte city, California",20240.0,South El Monte
403,416.0,Los Angeles,South Gate,27722325.125,37662.4477779243,71ca371c-d27e-4817-ac81-dbda70c498eb,2010,1600000US0673080,"South Gate city, California",94683.0,South Gate
404,417.0,El Dorado,South Lake Tahoe,74955719.4257813,55721.7024777344,8cdca7b8-e476-44ee-853a-cfdd655af6f0,2010,1600000US0673108,"South Lake Tahoe city, California",22114.0,South Lake Tahoe
405,418.0,Los Angeles,South Pasadena,12938297.34375,15983.9196173555,7a8f02dd-023c-4d48-ba3e-77fc13a3d72d,2010,1600000US0673220,"South Pasadena city, California",25376.0,South Pasadena
406,419.0,San Mateo,South San Francisco,37827918.4296875,63507.5265110519,100e95cc-ebf3-416e-8e20-fcbff3163802,2010,1600000US0673262,"South San Francisco city, California",62016.0,South San Francisco
407,420.0,Napa,St. Helena,21581247.203125,31664.0712425904,8867b333-8e8e-4cdc-b41d-ef66a9699dde,2010,1600000US0664140,"St. Helena city, California",5818.0,St. Helena
408,421.0,Orange,Stanton,11686823.3164063,33483.405482768,3e342915-b86a-4806-b2e1-ad40237cd5c6,2010,1600000US0673962,"Stanton city, California",37990.0,Stanton
409,422.0,San Joaquin,Stockton,276758684.480469,281373.058269844,34204680-532d-43ca-9f1b-f241dde7d3ce,2010,1600000US0675000,"Stockton city, California",287377.0,Stockton
410,423.0,Solano,Suisun City,17185155.8945313,34090.9592344595,6aacc2ae-5b60-44da-b446-382981acf4e0,2010,1600000US0675630,"Suisun City city, California",27742.0,Suisun City
411,424.0,Santa Clara,Sunnyvale,91366252.7578125,65588.7543784695,f0bae7c6-f6fe-4d03-8dd1-579081194cb6,2010,1600000US0677000,"Sunnyvale city, California",136480.0,Sunnyvale
412,425.0,Lassen,Susanville,35316411.9453125,66105.7518881547,37718f8e-1c51-4f93-b8eb-2f7a1121444c,2010,1600000US0677364,"Susanville city, California",17460.0,Susanville
413,426.0,Amador,Sutter Creek,11304102.8476563,32096.7323373362,64677ecc-2a27-42f8-82d7-b6bcc244b559,2010,1600000US0677392,"Sutter Creek city, California",2827.0,Sutter Creek
414,427.0,Kern,Taft,58700865.6914063,53480.1798617673,9e636ec4-84ee-4d31-b881-de631c110d63,2010,1600000US0677574,"Taft city, California",9370.0,Taft
415,428.0,Kern,Tehachapi,39970878.796875,65979.8003127906,aa95dac9-f8b1-47f0-bfcd-e15ec2e76d14,2010,1600000US0678092,"Tehachapi city, California",14080.0,Tehachapi
416,429.0,Tehama,Tehama,3456749.7421875,8621.66392371782,bf56407a-8502-44c4-907f-2d448fd5e21e,2010,1600000US0678106,"Tehama city, California",436.0,Tehama
417,430.0,Riverside,Temecula,138825973.71875,86826.8834935536,1bed47a6-0602-4d9e-ad08-fec50de263f5,2010,1600000US0678120,"Temecula city, California",95829.0,Temecula
418,431.0,Los Angeles,Temple City,15259500.0820313,22322.0282256972,23a31143-9ece-4bf4-9e06-a9787fd127fe,2010,1600000US0678148,"Temple City city, California",35222.0,Temple City
419,432.0,Ventura,Thousand Oaks,210489429.59375,123574.67923006,29e25c0d-d6e7-4d56-b082-2b09d59660e7,2010,1600000US0678582,"Thousand Oaks city, California",124671.0,Thousand Oaks
420,434.0,Los Angeles,Torrance,77323534.96875,51431.0729386086,cee9d69e-414e-422a-b85f-829d261eccd8,2010,1600000US0680000,"Torrance city, California",143951.0,Torrance
421,435.0,San Joaquin,Tracy,109828024.027344,128899.37678558,528aa343-6e1b-40e5-8f69-ca13170c32bf,2010,1600000US0680238,"Tracy city, California",79416.0,Tracy
422,436.0,Humboldt,Trinidad,2076952.69921875,13033.1811784926,d898e43d-ccaf-4ae4-ac80-8670d5a0178a,2010,1600000US0680448,"Trinidad city, California",259.0,Trinidad
423,438.0,Tulare,Tulare,81450731.2929688,80939.1074005729,6cbc5570-702a-4644-a8ea-b7899b4349a0,2010,1600000US0680644,"Tulare city, California",56938.0,Tulare
424,439.0,Siskiyou,Tulelake,1910090.3203125,6727.17544813947,b6a65be9-57ef-487c-be2f-abaf7119f30a,2010,1600000US0680686,"Tulelake city, California",895.0,Tulelake
425,440.0,Stanislaus,Turlock,69493672.6171875,63723.1993275508,5b6d31fb-3ce8-41c6-ac23-768f86ce0d0c,2010,1600000US0680812,"Turlock city, California",67376.0,Turlock
426,441.0,Orange,Tustin,41820895.9375,57145.1763645262,faf57a9c-093d-479e-92ce-8e051d38b516,2010,1600000US0680854,"Tustin city, California",73731.0,Tustin
427,442.0,San Bernardino,Twentynine Palms,222715993.351563,106740.922849077,a7413e3a-b057-4dab-b9b6-6cec101bc4cd,2010,1600000US0680994,"Twentynine Palms city, California",26215.0,Twentynine Palms
428,443.0,Mendocino,Ukiah,20608561.9023438,36972.481228619,fb4fd85b-688d-477e-90c2-acf088b22c19,2010,1600000US0681134,"Ukiah city, California",15942.0,Ukiah
429,444.0,Alameda,Union City,80377660.4648438,71695.2447590985,6aa7416d-fd1d-4a4f-93c4-0770fbb1a2e5,2010,1600000US0681204,"Union City city, California",68081.0,Union City
430,445.0,San Bernardino,Upland,59394283.703125,35235.9098136648,126b8229-3e2a-459d-855f-f1b727496269,2010,1600000US0681344,"Upland city, California",73887.0,Upland
431,446.0,Solano,Vacaville,125859689.722656,99661.3418556159,cd5fff18-597a-492c-b806-b537dc537746,2010,1600000US0681554,"Vacaville city, California",91928.0,Vacaville
432,447.0,Solano,Vallejo,128781938.925781,111406.58078821,5d233983-df7a-4a5e-ad14-bdd6b020d88a,2010,1600000US0681666,"Vallejo city, California",116030.0,Vallejo
433,449.0,Los Angeles,Vernon,19472683.6210938,31186.4239824758,9bf3612c-3f05-490d-9f65-a208b544375b,2010,1600000US0682422,"Vernon city, California",128.0,Vernon
434,450.0,San Bernardino,Victorville,283232286.65625,142990.449724695,a98d7a6e-5a5c-477e-af88-acfb9f11f70f,2010,1600000US0682590,"Victorville city, California",108088.0,Victorville
435,451.0,Orange,Villa Park,7853818.37890625,17655.3859711759,05c51b3c-8ec6-4d1c-ae38-dff22af2d203,2010,1600000US0682744,"Villa Park city, California",5813.0,Villa Park
